,labels,中位数绝对偏差,信息熵,四分位距,差值,最大值,最小值,标准差,活动时长
NTX_3_NRX_3_Subcarrier_30,dunqi,0.39663122821025887,3.762387980110586,0.9012544815076442,4.3992756644374715,0.6862910873016972,-3.712984577135774,0.6187974902781388,5933
NTX_3_NRX_3_Subcarrier_30,shoushi,0.5524523217611432,8.67749618054982,1.110568621697574,6.9229496010776606,8.04784866634203,1.1248990652643702,0.7794624968233042,5924
NTX_3_NRX_3_Subcarrier_30,shoushi,0.5259959273992599,8.643855496776617,1.0831637540487569,4.666367319826935,5.1096596944152015,0.44329237458826665,0.7083507891035988,5910
NTX_3_NRX_3_Subcarrier_30,shoushi,0.6666833958965244,6.296051178700365,1.3801322231684685,3.9847949986169984,0.9815966919918412,-3.003198306625157,0.796429829545033,5935
NTX_3_NRX_3_Subcarrier_30,shoushi,0.380822846040768,7.094504825021502,0.7772640176946448,4.131885098735841,1.5883800284845546,-2.5435050702512862,0.586794594111895,5928
NTX_3_NRX_3_Subcarrier_30,shoushi,0.5545586232814176,8.094800878123333,1.1265859964261937,4.741582106969199,2.328798904686862,-2.4127832022823377,0.8546880722133081,5926
NTX_3_NRX_3_Subcarrier_30,shoushi,0.5020964474858964,4.587155108323521,1.001772787918061,5.932857037868853,1.6948199679531053,-4.238037069915748,0.7505640169597019,5921
NTX_3_NRX_3_Subcarrier_30,zongshoushi,0.7296377767420648,7.692677564718976,1.4688587579012289,5.157997086429162,1.6574317796692992,-3.5005653067598637,0.8878952482319374,5924
NTX_3_NRX_3_Subcarrier_30,zongshoushi,0.46915836890385254,7.7282410508677994,0.9234132611339012,5.1272538386605575,2.6140713921990617,-2.513182446461496,0.7197639516093602,5908
NTX_3_NRX_3_Subcarrier_30,zongshoushi,0.36705214164135835,5.718171932088594,0.788110337834164,4.587151499447563,1.6246119711559006,-2.9625395282916624,0.5840574436445144,5880
NTX_3_NRX_3_Subcarrier_30,zongshoushi,0.5122414617356394,7.647010531918239,1.0298631105636142,5.035459352609099,2.1169799321516805,-2.9184794204574187,0.8040504910248438,5871
NTX_3_NRX_3_Subcarrier_30,zoudong,0.6041863199027349,5.716095357048531,1.2679322605899561,8.934012211188648,3.133348138804227,-5.8006640723844205,1.076800752187365,5843
NTX_3_NRX_3_Subcarrier_30,zoudong,0.6897182292948469,6.292672132229746,1.3802231453642144,8.161746884575416,1.6077432704634125,-6.554003614112005,1.089854716017715,5593
NTX_3_NRX_3_Subcarrier_30,zoudong,0.5871986157385904,4.997535734572546,1.1757788393687463,8.603788958512855,2.02225289360851,-6.581536064904346,1.0092450799411798,5813
NTX_3_NRX_3_Subcarrier_30,zoudong,0.42903508109761734,5.226835988266931,0.8637069362235725,7.594147708936852,2.2577672741295762,-5.336380434807276,0.8494974231727292,5885
NTX_3_NRX_3_Subcarrier_30,zoudong,0.7495742239365915,5.898540490091085,1.5324942480602164,9.473914139144878,3.3146318749860937,-6.159282264158783,1.2420551329054201,5786
NTX_3_NRX_3_Subcarrier_30,zoudong,0.4008562678800287,5.266175982626258,0.8317341195712218,6.768981308445371,1.5622698058672941,-5.206711502578076,0.8426104196515761,5851
NTX_3_NRX_3_Subcarrier_30,zoudong,0.6198658349291537,5.0761825148711495,1.415774633100872,6.908544731751458,1.2126033455327663,-5.695941386218691,1.0453610504672233,5849
NTX_3_NRX_3_Subcarrier_30,zoudong,0.7955071007598975,6.042449914535691,1.5918641377200622,8.805784451494079,2.184176940381007,-6.621607511113071,1.2999395684009347,5782
NTX_3_NRX_3_Subcarrier_30,zoudong,0.7098728614638548,5.583655542704567,1.4253184968644694,8.111985872059206,1.7684108288685139,-6.343575043190692,1.0602858003325168,5866
NTX_3_NRX_3_Subcarrier_30,zoudong,0.7789792987331312,7.320283123749592,1.5469349384015723,8.942054093588009,3.6816387960570407,-5.260415297530968,1.1685628514737458,5762
NTX_3_NRX_3_Subcarrier_30,zoudong,0.6540494198630517,7.074263673898992,1.3155081947073899,7.400607947768576,2.996350369791266,-4.40425757797731,1.1619354579269123,5684
NTX_3_NRX_3_Subcarrier_30,zoudong,0.6459832062395903,6.066039538564517,1.2985677109850409,8.834666816485669,2.8093835866224106,-6.025283229863257,1.1364524484570866,5818
